Genus,Species,Gender,State,County,Refuge,Division,Sample Site,Coordinates,Habitat,Date Sampled,Collector,Notes,X14,X15,X16,X17,X18,X19,X20
Andrena,Andrena wilmattae,Female,Missouri,Ray,Big Muddy,N/A,BB,N/A,old field,Jun. 20,W. Watkins,BB Ray Co.,NA,NA,NA,NA,NA,NA,NA
Andrena,Andrena wilmattae,Female,Missouri,Ray,Big Muddy,N/A,BB,N/A,old field,Jun. 20,W. Watkins,BB Ray Co.,NA,NA,NA,NA,NA,NA,NA
Andrena,Andrena wilmattae,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,old field,Jun. 12,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Anthophora,Anthophora abrupta,Female,Missouri,Ray,Big Muddy,N/A,BB,N/A,forest,Jun. 20,W. Watkins,BB Ray Co.,NA,NA,NA,NA,NA,NA,NA
Apis,Apis mellifera,Worker,Missouri,Ray,Big Muddy,N/A,BB,N/A,old field,Jun. 20,W. Watkins,BB Ray Co.,NA,NA,NA,NA,NA,NA,NA
Apis,Apis mellifera,Worker,Missouri,Ray,Big Muddy,N/A,BB,N/A,old field,Jun. 20,W. Watkins,BB Ray Co.,NA,NA,NA,NA,NA,NA,NA
Apis,Apis mellifera,Worker,Missouri,Ray,Big Muddy,N/A,BB,N/A,old field,Jun. 20,W. Watkins,BB Ray Co.,NA,NA,NA,NA,NA,NA,NA
Apis,Apis mellifera,Worker,Missouri,Ray,Big Muddy,N/A,BB,N/A,old field,Jun. 20,W. Watkins,BB Ray Co.,NA,NA,NA,NA,NA,NA,NA
Apis,Apis mellifera,Worker,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Forest,Sept. 26,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Apis,Apis mellifera,Worker,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Forest,Sept. 26,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Apis,Apis mellifera,Worker,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Forest,Sept. 26,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Apis,Apis mellifera,Worker,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,Aug. 7,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Apis,Apis mellifera,Worker,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,Aug. 20,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Apis,Apis mellifera,Worker,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,Sept. 26,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Apis,Apis mellifera,Worker,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,Sept. 26,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Apis,Apis mellifera,Worker,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,Sept. 26,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Apis,Apis mellifera,Worker,Missouri,Ray,Big Muddy,N/A,JAB,N/A,old field,Jun. 20,W. Watkins,JAB Ray Co.,NA,NA,NA,NA,NA,NA,NA
Apis,Apis mellifera,Worker,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Forest,Sept. 13,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Apis,Apis mellifera,Worker,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Old Field,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Apis,Apis mellifera,Worker,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Old Field,Sept. 13,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Apis,Apis mellifera,Worker,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,old field,May. 22,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Apis,Apis mellifera,Worker,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,old field,May. 29,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Apis,Apis mellifera,Worker,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,old field,May. 22,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Apis,Apis mellifera,Worker,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,old field,May. 22,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Apis,Apis mellifera,Worker,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,old field,May. 22,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Apis,Apis mellifera,Worker,Missouri,Ray,Big Muddy,N/A,N/A,N/A,old field,Jun. 12,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Apis,Apis mellifera,Worker,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,old field,May. 22,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Apis,Apis mellifera,Worker,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,old field,May. 22,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Apis,Apis mellifera,Worker,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,old field,May. 29,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Apis,Apis mellifera,Worker,Missouri,Ray,Big Muddy,N/A,N/A,N/A,old field,Jun. 12,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Apis,Apis mellifera,Worker,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,old field,May. 22,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Apis,Apis mellifera,Worker,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,old field,May. 22,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Apis,Apis mellifera,Worker,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,old field,May. 22,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Apis,Apis mellifera,Worker,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,old field,May. 22,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Apis,Apis mellifera,Worker,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,old field,May. 22,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Apis,Apis mellifera,Worker,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,old field,May. 29,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Apis,Apis mellifera,Worker,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,old field,May. 22,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Apis,Apis mellifera,Worker,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,forest,May. 29,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Apis,Apis mellifera,Worker,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,old field,May. 29,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Apis,Apis mellifera,Worker,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,old field,May. 29,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Apis,Apis mellifera,Worker,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Forest,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Apis,Apis mellifera,Worker,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Forest,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Ashmeadiella,Ashmeadiella bucconis,Female,Missouri,Ray,Big Muddy,N/A,N/A,N/A,forest,Jun. 20,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Augochlora,Augochlora pura,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,Jun. 12,N/A,BB Lafayette,NA,NA,NA,NA,NA,NA,NA
Augochlora,Augochlora pura,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,Jun. 12,N/A,BB Lafayette,NA,NA,NA,NA,NA,NA,NA
Augochlora,Augochlora pura,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,Jun. 12,N/A,BB Lafayette,NA,NA,NA,NA,NA,NA,NA
Augochlora,Augochlora pura,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,Jun. 12,N/A,BB Lafayette,NA,NA,NA,NA,NA,NA,NA
Augochlora,Augochlora pura,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,Aug. 7,N/A,BB Lafayette,NA,NA,NA,NA,NA,NA,NA
Augochlora,Augochlora pura,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,Aug. 7,N/A,BB Lafayette,NA,NA,NA,NA,NA,NA,NA
Augochlora,Augochlora pura,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,Aug. 7,N/A,BB Lafayette,NA,NA,NA,NA,NA,NA,NA
Augochlora,Augochlora pura,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,Aug. 7,N/A,BB Lafayette,NA,NA,NA,NA,NA,NA,NA
Augochlora,Augochlora pura,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,Aug. 7,N/A,BB Lafayette,NA,NA,NA,NA,NA,NA,NA
Augochlora,Augochlora pura,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,Aug. 7,N/A,BB Lafayette,NA,NA,NA,NA,NA,NA,NA
Augochlora,Augochlora pura,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,Aug. 7,N/A,BB Lafayette,NA,NA,NA,NA,NA,NA,NA
Augochlora,Augochlora pura,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,Aug. 7,N/A,BB Lafayette,NA,NA,NA,NA,NA,NA,NA
Augochlora,Augochlora pura,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,Aug. 7,N/A,BB Lafayette,NA,NA,NA,NA,NA,NA,NA
Augochlora,Augochlora pura,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,Aug. 7,N/A,BB Lafayette,NA,NA,NA,NA,NA,NA,NA
Augochlora,Augochlora pura,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,Aug. 7,N/A,BB Lafayette,NA,NA,NA,NA,NA,NA,NA
Augochlora,Augochlora pura,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,Aug. 7,N/A,BB Lafayette,NA,NA,NA,NA,NA,NA,NA
Augochlora,Augochlora pura,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,Aug. 7,N/A,BB Lafayette,NA,NA,NA,NA,NA,NA,NA
Augochlora,Augochlora pura,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,Aug. 7,N/A,BB Lafayette,NA,NA,NA,NA,NA,NA,NA
Augochlora,Augochlora pura,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,Aug. 7,N/A,BB Lafayette,NA,NA,NA,NA,NA,NA,NA
Augochlora,Augochlora pura,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Forest,Aug. 20,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlora,Augochlora pura,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Forest,Sept. 6,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlora,Augochlora pura,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Forest,Sept. 6,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlora,Augochlora pura,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Forest,Sept. 6,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlora,Augochlora pura,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Forest,Sept. 26,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlora,Augochlora pura,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Forest,Sept. 26,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlora,Augochlora pura,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Forest,Sept. 26,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlora,Augochlora pura,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Forest,Sept. 26,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlora,Augochlora pura,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Forest,Sept. 26,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlora,Augochlora pura,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Forest,Sept. 26,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlora,Augochlora pura,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Forest,Sept. 26,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlora,Augochlora pura,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Forest,Sept. 26,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlora,Augochlora pura,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Forest,Sept. 26,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlora,Augochlora pura,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Forest,Sept. 26,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlora,Augochlora pura,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Forest,Sept. 26,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlora,Augochlora pura,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,Aug. 20,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlora,Augochlora pura,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,Aug. 20,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlora,Augochlora pura,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,Sept. 6,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlora,Augochlora pura,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,Sept. 6,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlora,Augochlora pura,Male,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Forest,Sept. 6,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlora,Augochlora pura,Male,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Forest,Sept. 26,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlora,Augochlora pura,Male,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Forest,Sept. 26,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlora,Augochlora pura,Male,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Forest,Sept. 26,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlora,Augochlora pura,Female,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Forest,Sept. 13,N/A,JAB Ray,NA,NA,NA,NA,NA,NA,NA
Augochlora,Augochlora pura,Female,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Forest,Sept. 13,N/A,JAB Ray,NA,NA,NA,NA,NA,NA,NA
Augochlora,Augochlora pura,Female,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Forest,Aug. 20,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlora,Augochlora pura,Female,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Forest,Aug. 20,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlora,Augochlora pura,Female,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Forest,Sept. 26,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlora,Augochlora pura,Female,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Forest,Sept. 26,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlora,Augochlora pura,Female,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Forest,Sept. 26,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlora,Augochlora pura,Female,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Forest,Sept. 26,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlora,Augochlora pura,Female,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Forest,Sept. 26,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlora,Augochlora pura,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Forest,May. 29,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlora,Augochlora pura,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Forest,May. 29,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlora,Augochlora pura,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Forest,May. 29,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlora,Augochlora pura,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Forest,May. 29,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlora,Augochlora pura,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Forest,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlora,Augochlora pura,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Forest,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlora,Augochlora pura,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jun. 12,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlora,Augochlora pura,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jun. 12,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlora,Augochlora pura,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jun. 12,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlora,Augochlora pura,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jun. 12,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlora,Augochlora pura,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jun. 12,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlora,Augochlora pura,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jun. 12,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlora,Augochlora pura,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jun. 12,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlora,Augochlora pura,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jun. 12,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlora,Augochlora pura,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jun. 12,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlora,Augochlora pura,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jun. 12,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlora,Augochlora pura,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jun. 12,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlora,Augochlora pura,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jun. 12,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlora,Augochlora pura,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jun. 12,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlora,Augochlora pura,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jun. 12,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlora,Augochlora pura,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jun. 12,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlora,Augochlora pura,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jun. 12,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlora,Augochlora pura,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jun. 12,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlora,Augochlora pura,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jun. 12,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlora,Augochlora pura,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jun. 12,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlora,Augochlora pura,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jun. 12,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlora,Augochlora pura,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jul. 2,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlora,Augochlora pura,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jul. 2,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlora,Augochlora pura,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlora,Augochlora pura,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlora,Augochlora pura,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlora,Augochlora pura,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlorella,Augochlorella aurata,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,Aug. 7,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlorella,Augochlorella aurata,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,Aug. 7,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlorella,Augochlorella aurata,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,Aug. 7,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlorella,Augochlorella aurata,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,Aug. 7,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlorella,Augochlorella aurata,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,Aug. 7,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlorella,Augochlorella aurata,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,Aug. 7,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlorella,Augochlorella aurata,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,Aug. 7,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlorella,Augochlorella aurata,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,Aug. 7,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlorella,Augochlorella aurata,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Forest,Aug. 7,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlorella,Augochlorella aurata,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Forest,Aug. 7,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlorella,Augochlorella aurata,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Forest,Aug. 7,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlorella,Augochlorella aurata,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Forest,Aug. 7,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlorella,Augochlorella aurata,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Forest,Aug. 7,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlorella,Augochlorella aurata,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Forest,Aug. 7,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlorella,Augochlorella aurata,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Forest,Aug. 7,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlorella,Augochlorella aurata,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Forest,Aug. 7,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlorella,Augochlorella aurata,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Forest,Sept. 26,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlorella,Augochlorella aurata,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,Aug. 20,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlorella,Augochlorella aurata,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,Aug. 20,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlorella,Augochlorella aurata,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,Sept. 26,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlorella,Augochlorella aurata,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,Sept. 26,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlorella,Augochlorella aurata,Male,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Forest,Sept. 26,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlorella,Augochlorella aurata,Male,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Forest,Sept. 26,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlorella,Augochlorella aurata,Male,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,Sept. 26,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlorella,Augochlorella aurata,Female,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Old Field,Jul. 2,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlorella,Augochlorella aurata,Female,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Old Field,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlorella,Augochlorella aurata,Female,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Old Field,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlorella,Augochlorella aurata,Female,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Old Field,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlorella,Augochlorella aurata,Female,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Old Field,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlorella,Augochlorella aurata,Female,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Old Field,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlorella,Augochlorella aurata,Female,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Old Field,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlorella,Augochlorella aurata,Female,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Old Field,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Augochlorella,Augochlorella aurata,Female,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Old Field,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
